#     t[s], lane,       x[m],     v[m/s],   a[m/s^2],     gap[m],    dv[m/s], label,           id,	roadId, originId, infoComment, absTime, xWithOffset[m]
    189.00,    2,       96.5,    13.0864,    0.09209,      14.60,   0.129419,  IDM,           81,        3,        4, , 1970-01-01T00:03:09Z,    96.5471
    189.00,    2,       62.8,    12.9320,    0.01643,      27.74,  -0.154414,  IDM,           79,        3,        1, , 1970-01-01T00:03:09Z,    62.8022
    189.00,    2,       23.9,    18.5590,   -1.15974,      32.92,   5.626963,  IDM,           85,        3,        4, , 1970-01-01T00:03:09Z,    23.8870
    190.00,    1,      292.8,    13.8800,    0.00000,       0.00,   0.000000,  IDM,           72,        3,        1, , 1970-01-01T00:03:10Z,   292.7783
    190.00,    1,      111.6,    17.3798,    4.61483,     175.19,   3.499833,  IDM,           81,        3,        4, , 1970-01-01T00:03:10Z,   111.5905
    190.00,    2,      195.1,    28.9064,    1.79191,       0.00,   0.000000,  IDM,           78,        3,        4, , 1970-01-01T00:03:10Z,   195.1483
    190.00,    2,      134.2,    13.1824,    0.19860,      54.93, -15.723911,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:10Z,   134.2203
    190.00,    2,       76.0,    13.3774,    0.25628,      48.24,   0.194973,  IDM,           79,        3,        1, , 1970-01-01T00:03:10Z,    75.9774
    190.00,    2,       41.9,    17.5540,   -0.89071,      28.06,   4.176535,  IDM,           85,        3,        4, , 1970-01-01T00:03:10Z,    41.9168
    191.00,    1,      131.2,    21.6722,    3.96862,       0.00,   0.000000,  IDM,           81,        3,        4, , 1970-01-01T00:03:11Z,   131.1714
    191.00,    2,      224.8,    30.2925,    1.09024,       0.00,   0.000000,  IDM,           78,        3,        4, , 1970-01-01T00:03:11Z,   224.8047
    191.00,    2,      147.5,    13.3540,    0.15124,      71.31, -16.938438,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:11Z,   147.4924
    191.00,    2,       89.4,    13.5015,    0.05964,      48.06,   0.147423,  IDM,           79,        3,        1, , 1970-01-01T00:03:11Z,    89.4313
    191.00,    2,       59.0,    16.7009,   -0.82655,      24.39,   3.199485,  IDM,           85,        3,        4, , 1970-01-01T00:03:11Z,    59.0394
    191.00,    2,       19.1,    13.6385,   -0.03135,      33.97,  -3.062487,  IDM,           82,        3,        1, , 1970-01-01T00:03:11Z,    19.0705
    192.00,    1,      154.9,    25.5887,    3.57879,       0.00,   0.000000,  IDM,           81,        3,        4, , 1970-01-01T00:03:12Z,   154.8613
    192.00,    2,      255.5,    31.1082,    0.62391,       0.00,   0.000000,  IDM,           78,        3,        4, , 1970-01-01T00:03:12Z,   255.5425
    192.00,    2,      160.9,    13.4843,    0.11455,      88.63, -17.623891,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:12Z,   160.9146
    192.00,    2,      103.0,    13.5333,    0.01833,      47.96,   0.048950,  IDM,           79,        3,        1, , 1970-01-01T00:03:12Z,   102.9517
    192.00,    2,       75.3,    15.9242,   -0.72712,      21.61,   2.390913,  IDM,           85,        3,        4, , 1970-01-01T00:03:12Z,    75.3435
    192.00,    2,       32.7,    13.6069,   -0.03138,      36.65,  -2.317220,  IDM,           82,        3,        1, , 1970-01-01T00:03:12Z,    32.6932
    193.00,    1,      182.1,    28.6960,    2.71058,       0.00,   0.000000,  IDM,           81,        3,        4, , 1970-01-01T00:03:13Z,   182.0758
    193.00,    2,      286.9,    31.5655,    0.34382,       0.00,   0.000000,  IDM,           78,        3,        4, , 1970-01-01T00:03:13Z,   286.9017
    193.00,    2,      174.5,    13.5828,    0.08645,     106.45, -17.982698,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:13Z,   174.4504
    193.00,    2,      116.5,    13.5456,    0.00930,      47.96,  -0.037194,  IDM,           79,        3,        1, , 1970-01-01T00:03:13Z,   116.4917
    193.00,    2,       90.9,    15.2724,   -0.58715,      19.56,   1.726839,  IDM,           85,        3,        4, , 1970-01-01T00:03:13Z,    90.9301
    193.00,    2,       46.3,    13.5768,   -0.02859,      38.65,  -1.695575,  IDM,           82,        3,        1, , 1970-01-01T00:03:13Z,    46.2849
    193.00,    2,       13.7,    17.3940,   -1.04209,      26.61,   3.817203,  IDM,           88,        3,        4, , 1970-01-01T00:03:13Z,    13.6767
    194.00,    1,      212.0,    30.9327,    1.86605,       0.00,   0.000000,  IDM,           81,        3,        4, , 1970-01-01T00:03:14Z,   211.9596
    194.00,    2,      188.1,    13.6571,    0.06555,       0.00,   0.000000,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:14Z,   188.0720
    194.00,    2,      130.0,    13.5533,    0.00685,      48.03,  -0.103820,  IDM,           79,        3,        1, , 1970-01-01T00:03:14Z,   130.0414
    194.00,    2,      105.9,    14.7646,   -0.44464,      18.10,   1.211306,  IDM,           85,        3,        4, , 1970-01-01T00:03:14Z,   105.9369
    194.00,    2,       59.8,    13.5509,   -0.02351,      40.09,  -1.213686,  IDM,           82,        3,        1, , 1970-01-01T00:03:14Z,    59.8483
    194.00,    2,       30.6,    16.4479,   -0.87136,      23.26,   2.897011,  IDM,           88,        3,        4, , 1970-01-01T00:03:14Z,    30.5838
    195.00,    1,      243.7,    32.4088,    1.18756,       0.00,   0.000000,  IDM,           81,        3,        4, , 1970-01-01T00:03:15Z,   243.6856
    195.00,    2,      201.8,    13.7133,    0.04914,       0.00,   0.000000,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:15Z,   201.7586
    195.00,    2,      143.6,    13.5596,    0.00584,      48.16,  -0.153717,  IDM,           79,        3,        1, , 1970-01-01T00:03:15Z,   143.5979
    195.00,    2,      120.5,    14.3898,   -0.32135,      17.09,   0.830277,  IDM,           85,        3,        4, , 1970-01-01T00:03:15Z,   120.5040
    195.00,    2,       73.4,    13.5305,   -0.01784,      41.12,  -0.859289,  IDM,           82,        3,        1, , 1970-01-01T00:03:15Z,    73.3886
    195.00,    2,       46.6,    15.6660,   -0.70883,      20.76,   2.135445,  IDM,           88,        3,        4, , 1970-01-01T00:03:15Z,    46.6273
    196.00,    1,      276.6,    33.3199,    0.71439,       0.00,   0.000000,  IDM,           81,        3,        4, , 1970-01-01T00:03:16Z,   276.5881
    196.00,    2,      215.5,    13.7553,    0.03680,       0.00,   0.000000,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:16Z,   215.4939
    196.00,    2,      157.2,    13.5650,    0.00520,      48.33,  -0.190311,  IDM,           79,        3,        1, , 1970-01-01T00:03:16Z,   157.1602
    196.00,    2,      134.8,    14.1241,   -0.22429,      16.41,   0.559045,  IDM,           85,        3,        4, , 1970-01-01T00:03:16Z,   134.7531
    196.00,    2,       86.9,    13.5156,   -0.01268,      41.84,  -0.608458,  IDM,           82,        3,        1, , 1970-01-01T00:03:16Z,    86.9112
    196.00,    2,       62.0,    15.0448,   -0.55100,      18.94,   1.529225,  IDM,           88,        3,        4, , 1970-01-01T00:03:16Z,    61.9697
    197.00,    1,      170.9,    13.8000,    0.13312,       0.00,   0.000000,  IDM,           79,        3,        1, , 1970-01-01T00:03:17Z,   170.8538
    197.00,    2,      229.3,    13.7868,    0.02753,       0.00,   0.000000,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:17Z,   229.2657
    197.00,    2,      150.5,    17.6512,    3.43586,      68.74,   3.864432,  IDM,           85,        3,        4, , 1970-01-01T00:03:17Z,   150.5245
    197.00,    2,      100.5,    13.6337,    0.19991,      44.06,  -4.017551,  IDM,           82,        3,        1, , 1970-01-01T00:03:17Z,   100.4641
    197.00,    2,       76.8,    14.6049,   -0.32369,      17.69,   0.971237,  IDM,           88,        3,        4, , 1970-01-01T00:03:17Z,    76.7745
    198.00,    1,      184.7,    13.8630,    0.02858,       0.00,   0.000000,  IDM,           79,        3,        1, , 1970-01-01T00:03:18Z,   184.6930
    198.00,    2,      243.1,    13.8104,    0.02059,       0.00,   0.000000,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:18Z,   243.0649
    198.00,    2,      169.6,    20.2065,    1.80808,      63.48,   6.396153,  IDM,           85,        3,        4, , 1970-01-01T00:03:18Z,   169.5896
    198.00,    2,      114.2,    13.7931,    0.11140,      49.40,  -6.413406,  IDM,           82,        3,        1, , 1970-01-01T00:03:18Z,   114.1858
    198.00,    2,       91.3,    14.3846,   -0.16284,      16.93,   0.591483,  IDM,           88,        3,        4, , 1970-01-01T00:03:18Z,    91.2568
    198.00,    2,       22.6,    12.8366,   -0.01836,      62.68,  -1.547971,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:18Z,    22.5798
    199.00,    1,      198.6,    13.8764,    0.00605,       0.00,   0.000000,  IDM,           79,        3,        1, , 1970-01-01T00:03:19Z,   198.5643
    199.00,    2,      256.9,    13.8280,    0.01539,       0.00,   0.000000,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:19Z,   256.8845
    199.00,    2,      190.4,    21.1935,    0.39510,      56.48,   7.365565,  IDM,           85,        3,        4, , 1970-01-01T00:03:19Z,   190.4044
    199.00,    2,      128.0,    13.8563,    0.03367,      56.39,  -7.337230,  IDM,           82,        3,        1, , 1970-01-01T00:03:19Z,   128.0166
    199.00,    2,      105.6,    14.2499,   -0.11964,      16.45,   0.393548,  IDM,           88,        3,        4, , 1970-01-01T00:03:19Z,   105.5708
    199.00,    2,       35.4,    12.8252,   -0.00641,      64.16,  -1.424695,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:19Z,    35.4097
    200.00,    1,      212.4,    13.8792,    0.00128,       0.00,   0.000000,  IDM,           79,        3,        1, , 1970-01-01T00:03:20Z,   212.4425
    200.00,    2,      270.7,    13.8411,    0.01150,       0.00,   0.000000,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:20Z,   270.7193
    200.00,    2,      211.6,    21.0863,   -0.43449,      49.11,   7.245208,  IDM,           85,        3,        4, , 1970-01-01T00:03:20Z,   211.6102
    200.00,    2,      141.9,    13.8727,    0.00707,      63.73,  -7.213614,  IDM,           82,        3,        1, , 1970-01-01T00:03:20Z,   141.8831
    200.00,    2,      119.8,    14.1430,   -0.09643,      16.12,   0.270287,  IDM,           88,        3,        4, , 1970-01-01T00:03:20Z,   119.7654
    200.00,    2,       48.2,    12.8235,    0.00180,      65.53,  -1.319478,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:20Z,    48.2334
    201.00,    1,      226.3,    13.8798,    0.00027,       0.00,   0.000000,  IDM,           79,        3,        1, , 1970-01-01T00:03:21Z,   226.3221
    201.00,    2,      284.6,    13.8510,    0.00859,       0.00,   0.000000,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:21Z,   284.5656
    201.00,    2,      232.4,    20.4112,   -0.82356,      42.18,   6.560201,  IDM,           85,        3,        4, , 1970-01-01T00:03:21Z,   232.3895
    201.00,    2,      155.8,    13.8744,   -0.00150,      70.63,  -6.536732,  IDM,           82,        3,        1, , 1970-01-01T00:03:21Z,   155.7574
    201.00,    2,      133.9,    14.0595,   -0.07324,      15.89,   0.185049,  IDM,           88,        3,        4, , 1970-01-01T00:03:21Z,   133.8647
    201.00,    2,       61.1,    12.8286,    0.00739,      66.81,  -1.230902,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:21Z,    61.0590
    202.00,    1,      240.2,    13.8800,    0.00006,       0.00,   0.000000,  IDM,           79,        3,        1, , 1970-01-01T00:03:22Z,   240.2020
    202.00,    2,      298.4,    13.8583,    0.00642,       0.00,   0.000000,  TruckVehicleType,           73,        3,        1, , 1970-01-01T00:03:22Z,   298.4204
    202.00,    2,      252.4,    19.4911,   -0.97352,      36.07,   5.632832,  IDM,           85,        3,        4, , 1970-01-01T00:03:22Z,   252.3522
    202.00,    2,      169.6,    13.8705,   -0.00561,      76.72,  -5.620647,  IDM,           82,        3,        1, , 1970-01-01T00:03:22Z,   169.6301
    202.00,    2,      147.9,    13.9973,   -0.05393,      15.74,   0.126812,  IDM,           88,        3,        4, , 1970-01-01T00:03:22Z,   147.8915
    202.00,    2,       73.9,    12.8382,    0.01127,      68.00,  -1.159085,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:22Z,    73.8921
    203.00,    1,      254.1,    13.8800,    0.00001,       0.00,   0.000000,  IDM,           79,        3,        1, , 1970-01-01T00:03:23Z,   254.0820
    203.00,    2,      271.4,    18.9856,    3.87115,       0.00,   0.000000,  IDM,           85,        3,        4, , 1970-01-01T00:03:23Z,   271.3727
    203.00,    2,      183.5,    13.8634,   -0.00811,      81.88,  -5.122160,  IDM,           82,        3,        1, , 1970-01-01T00:03:23Z,   183.4973
    203.00,    2,      161.9,    13.9514,   -0.04003,      15.63,   0.088038,  IDM,           88,        3,        4, , 1970-01-01T00:03:23Z,   161.8648
    203.00,    2,       86.7,    12.8510,    0.01391,      69.13,  -1.100407,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:23Z,    86.7365
    203.00,    2,       18.5,    13.6161,   -0.00589,      58.24,   0.765054,  IDM,           87,        3,        1, , 1970-01-01T00:03:23Z,    18.4915
    204.00,    1,      268.0,    13.8800,    0.00000,       0.00,   0.000000,  IDM,           79,        3,        1, , 1970-01-01T00:03:24Z,   267.9620
    204.00,    1,      177.5,    17.6443,    3.67053,      84.43,   3.764269,  IDM,           88,        3,        4, , 1970-01-01T00:03:24Z,   177.5368
    204.00,    2,      292.1,    22.2783,    2.79016,       0.00,   0.000000,  IDM,           85,        3,        4, , 1970-01-01T00:03:24Z,   292.0951
    204.00,    2,      197.4,    13.8736,    0.01005,      88.73,  -8.404704,  IDM,           82,        3,        1, , 1970-01-01T00:03:24Z,   197.3650
    204.00,    2,       99.6,    12.9535,    0.09994,      91.73,  -0.920048,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:24Z,    99.6363
    204.00,    2,       32.1,    13.6126,   -0.00156,      57.53,   0.659028,  IDM,           87,        3,        1, , 1970-01-01T00:03:24Z,    32.1054
    204.00,    2,        6.7,    15.4457,   -1.03059,      19.43,   1.833145,  IDM,           91,        3,        4, , 1970-01-01T00:03:24Z,     6.6765
    205.00,    1,      281.8,    13.8800,    0.00000,       0.00,   0.000000,  IDM,           79,        3,        1, , 1970-01-01T00:03:25Z,   281.8420
    205.00,    1,      196.7,    20.5299,    2.20404,      79.10,   6.649911,  IDM,           88,        3,        4, , 1970-01-01T00:03:25Z,   196.7469
    205.00,    2,      211.2,    13.8785,    0.00256,       0.00,   0.000000,  IDM,           82,        3,        1, , 1970-01-01T00:03:25Z,   211.2415
    205.00,    2,      112.6,    13.0392,    0.07515,      92.61,  -0.839239,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:25Z,   112.6347
    205.00,    2,       45.7,    13.6116,   -0.00078,      56.92,   0.572378,  IDM,           87,        3,        1, , 1970-01-01T00:03:25Z,    45.7175
    205.00,    2,       21.7,    14.7598,   -0.50118,      17.98,   1.148178,  IDM,           91,        3,        4, , 1970-01-01T00:03:25Z,    21.7397
    206.00,    1,      295.7,    13.8800,    0.00000,       0.00,   0.000000,  IDM,           79,        3,        1, , 1970-01-01T00:03:26Z,   295.7219
    206.00,    1,      218.1,    21.9418,    0.82197,      71.63,   8.061787,  IDM,           88,        3,        4, , 1970-01-01T00:03:26Z,   218.0957
    206.00,    2,      225.1,    13.8797,    0.00054,       0.00,   0.000000,  IDM,           82,        3,        1, , 1970-01-01T00:03:26Z,   225.1207
    206.00,    2,      125.7,    13.1038,    0.05680,      93.41,  -0.775841,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:26Z,   125.7077
    206.00,    2,       59.3,    13.6107,   -0.00106,      56.38,   0.506873,  IDM,           87,        3,        1, , 1970-01-01T00:03:26Z,    59.3286
    206.00,    2,       36.3,    14.3745,   -0.31207,      17.04,   0.763802,  IDM,           91,        3,        4, , 1970-01-01T00:03:26Z,    36.2920
    207.00,    1,      240.3,    22.7503,    2.51386,       0.00,   0.000000,  IDM,           88,        3,        4, , 1970-01-01T00:03:27Z,   240.3048
    207.00,    2,      239.0,    13.8799,    0.00011,       0.00,   0.000000,  IDM,           82,        3,        1, , 1970-01-01T00:03:27Z,   239.0006
    207.00,    2,      138.8,    13.1528,    0.04327,      94.16,  -0.727078,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:27Z,   138.8371
    207.00,    2,       72.9,    13.6094,   -0.00143,      55.90,   0.456590,  IDM,           87,        3,        1, , 1970-01-01T00:03:27Z,    72.9387
    207.00,    2,       50.5,    14.1226,   -0.20989,      16.41,   0.513208,  IDM,           91,        3,        4, , 1970-01-01T00:03:27Z,    50.5324
    207.00,    2,       11.9,    19.8820,   -1.50634,      32.66,   5.759374,  IDM,           95,        3,        4, , 1970-01-01T00:03:27Z,    11.8752
    208.00,    1,      264.1,    24.6779,    1.48758,       0.00,   0.000000,  IDM,           88,        3,        4, , 1970-01-01T00:03:28Z,   264.1028
    208.00,    2,      252.9,    13.8800,    0.00003,       0.00,   0.000000,  IDM,           82,        3,        1, , 1970-01-01T00:03:28Z,   252.8805
    208.00,    2,      152.0,    13.1904,    0.03333,      94.87,  -0.689579,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:28Z,   152.0096
    208.00,    2,       86.5,    13.6078,   -0.00174,      55.46,   0.417432,  IDM,           87,        3,        1, , 1970-01-01T00:03:28Z,    86.5474
    208.00,    2,       64.6,    13.9517,   -0.14301,      15.98,   0.343826,  IDM,           91,        3,        4, , 1970-01-01T00:03:28Z,    64.5642
    208.00,    2,       31.0,    18.4301,   -1.38299,      27.54,   4.478430,  IDM,           95,        3,        4, , 1970-01-01T00:03:28Z,    31.0202
    209.00,    1,      289.4,    25.7508,    0.78564,       0.00,   0.000000,  IDM,           88,        3,        4, , 1970-01-01T00:03:29Z,   289.3736
    209.00,    2,      266.8,    13.8800,    0.00001,       0.00,   0.000000,  IDM,           82,        3,        1, , 1970-01-01T00:03:29Z,   266.7605
    209.00,    2,      165.2,    13.2195,    0.02602,      95.55,  -0.660467,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:29Z,   165.2151
    209.00,    2,      100.2,    13.6060,   -0.00196,      55.06,   0.386442,  IDM,           87,        3,        1, , 1970-01-01T00:03:29Z,   100.1543
    209.00,    2,       78.5,    13.8353,   -0.09713,      15.70,   0.229327,  IDM,           91,        3,        4, , 1970-01-01T00:03:29Z,    78.4540
    209.00,    2,       48.8,    17.1667,   -1.15767,      23.65,   3.331420,  IDM,           95,        3,        4, , 1970-01-01T00:03:29Z,    48.7997
    210.00,    1,      113.8,    13.7050,    0.28705,       0.00,   0.000000,  IDM,           87,        3,        1, , 1970-01-01T00:03:30Z,   113.7754
    210.00,    2,      280.6,    13.8800,    0.00000,       0.00,   0.000000,  IDM,           82,        3,        1, , 1970-01-01T00:03:30Z,   280.6405
    210.00,    2,      178.4,    13.2424,    0.02064,      96.19,  -0.637542,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:30Z,   178.4465
    210.00,    2,       92.4,    15.0746,    4.23370,      76.00,   1.832138,  IDM,           91,        3,        4, , 1970-01-01T00:03:30Z,    92.4469
    210.00,    2,       65.4,    16.2797,   -0.04336,      21.00,   1.205108,  IDM,           95,        3,        4, , 1970-01-01T00:03:30Z,    65.4468
    210.00,    2,       20.9,    12.2766,   -0.05041,      38.58,  -4.003101,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:30Z,    20.8685
    211.00,    1,      127.6,    13.8424,    0.06289,       0.00,   0.000000,  IDM,           87,        3,        1, , 1970-01-01T00:03:31Z,   127.5657
    211.00,    2,      294.5,    13.8800,    0.00000,       0.00,   0.000000,  IDM,           82,        3,        1, , 1970-01-01T00:03:31Z,   294.5205
    211.00,    2,      191.7,    13.2608,    0.01668,      96.82,  -0.619178,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:31Z,   191.6985
    211.00,    2,      109.4,    18.6278,    2.90183,      72.29,   5.366966,  IDM,           91,        3,        4, , 1970-01-01T00:03:31Z,   109.4112
    211.00,    2,       82.2,    17.5014,    1.79666,      21.21,  -1.126428,  IDM,           95,        3,        4, , 1970-01-01T00:03:31Z,    82.2035
    211.00,    2,       33.1,    12.3136,    0.11554,      43.05,  -5.187777,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:31Z,    33.1492
    212.00,    1,      141.4,    13.8720,    0.01338,       0.00,   0.000000,  IDM,           87,        3,        1, , 1970-01-01T00:03:32Z,   141.4266
    212.00,    2,      205.0,    13.2915,    0.17069,       0.00,   0.000000,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:32Z,   204.9678
    212.00,    2,      129.2,    20.6381,    1.30080,      65.79,   7.346573,  IDM,           91,        3,        4, , 1970-01-01T00:03:32Z,   129.1767
    212.00,    2,      100.6,    19.3424,    1.70071,      22.54,  -1.295698,  IDM,           95,        3,        4, , 1970-01-01T00:03:32Z,   100.6394
    212.00,    2,       45.5,    12.4976,    0.22324,      49.09,  -6.844773,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:32Z,    45.5463
    213.00,    1,      155.3,    13.8783,    0.00283,       0.00,   0.000000,  IDM,           87,        3,        1, , 1970-01-01T00:03:33Z,   155.3026
    213.00,    2,      218.3,    13.4383,    0.12885,       0.00,   0.000000,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:33Z,   218.3361
    213.00,    2,      150.2,    21.2554,    0.14381,      58.12,   7.817131,  IDM,           91,        3,        4, , 1970-01-01T00:03:33Z,   150.2166
    213.00,    2,      120.7,    20.6169,    0.88313,      23.53,  -0.638484,  IDM,           95,        3,        4, , 1970-01-01T00:03:33Z,   120.6887
    213.00,    2,       58.2,    12.7331,    0.23485,      56.53,  -7.883771,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:33Z,    58.1611
    214.00,    1,      169.2,    13.8796,    0.00060,       0.00,   0.000000,  IDM,           87,        3,        1, , 1970-01-01T00:03:34Z,   169.1817
    214.00,    2,      231.8,    13.5489,    0.09700,       0.00,   0.000000,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:34Z,   231.8323
    214.00,    2,      171.4,    21.0147,   -0.48974,      50.43,   7.465805,  IDM,           91,        3,        4, , 1970-01-01T00:03:34Z,   171.4018
    214.00,    2,      141.6,    21.0391,    0.08236,      23.82,   0.024471,  IDM,           95,        3,        4, , 1970-01-01T00:03:34Z,   141.5821
    214.00,    2,       71.0,    12.9514,    0.20125,      64.58,  -8.087785,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:34Z,    71.0063
    215.00,    1,      183.1,    13.8799,    0.00013,       0.00,   0.000000,  IDM,           87,        3,        1, , 1970-01-01T00:03:35Z,   183.0615
    215.00,    2,      245.4,    13.6320,    0.07287,       0.00,   0.000000,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:35Z,   245.4247
    215.00,    2,      192.1,    20.3386,   -0.79356,      43.32,   6.706576,  IDM,           91,        3,        4, , 1970-01-01T00:03:35Z,   192.1024
    215.00,    2,      162.6,    20.8182,   -0.42528,      23.55,   0.479603,  IDM,           95,        3,        4, , 1970-01-01T00:03:35Z,   162.5513
    215.00,    2,       84.0,    13.1286,    0.15748,      72.50,  -7.689616,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:35Z,    84.0499
    215.00,    2,       18.2,    13.6028,    0.00517,      55.81,   0.474245,  IDM,           93,        3,        1, , 1970-01-01T00:03:35Z,    18.2382
    216.00,    1,      196.9,    13.8800,    0.00003,       0.00,   0.000000,  IDM,           87,        3,        1, , 1970-01-01T00:03:36Z,   196.9415
    216.00,    2,      259.1,    13.6945,    0.05465,       0.00,   0.000000,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:36Z,   259.0894
    216.00,    2,      212.0,    19.4630,   -0.92372,      37.08,   5.768547,  IDM,           91,        3,        4, , 1970-01-01T00:03:36Z,   212.0133
    216.00,    2,      183.1,    20.2289,   -0.69644,      22.92,   0.765883,  IDM,           95,        3,        4, , 1970-01-01T00:03:36Z,   183.0963
    216.00,    2,       97.2,    13.2632,    0.11676,      79.85,  -6.965683,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:36Z,    97.2491
    216.00,    2,       31.8,    13.6076,    0.00431,      55.41,   0.344369,  IDM,           93,        3,        1, , 1970-01-01T00:03:36Z,    31.8435
    217.00,    1,      231.2,    19.8829,    3.49279,       0.00,   0.000000,  IDM,           91,        3,        4, , 1970-01-01T00:03:37Z,   231.2124
    217.00,    1,      210.8,    13.6814,   -0.26182,      14.43,  -6.201520,  IDM,           87,        3,        1, , 1970-01-01T00:03:37Z,   210.7830
    217.00,    1,       45.5,    13.6981,    0.24942,     159.32,   0.016681,  IDM,           93,        3,        1, , 1970-01-01T00:03:37Z,    45.4669
    217.00,    2,      272.8,    13.7412,    0.04094,       0.00,   0.000000,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:37Z,   272.8084
    217.00,    2,      203.1,    20.4780,    2.41783,      59.70,   6.736729,  IDM,           95,        3,        4, , 1970-01-01T00:03:37Z,   203.1044
    217.00,    2,      110.6,    13.3624,    0.09447,      86.54,  -7.115563,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:37Z,   110.5640
    218.00,    1,      252.6,    22.7455,    2.34144,       0.00,   0.000000,  IDM,           91,        3,        4, , 1970-01-01T00:03:38Z,   252.6223
    218.00,    1,      224.5,    13.8079,    0.10709,      22.10,  -8.937576,  IDM,           87,        3,        1, , 1970-01-01T00:03:38Z,   224.5190
    218.00,    1,       59.2,    13.8169,    0.05463,     159.28,   0.008992,  IDM,           93,        3,        1, , 1970-01-01T00:03:38Z,    59.2388
    218.00,    2,      286.6,    13.7763,    0.03064,       0.00,   0.000000,  TruckVehicleType,           84,        3,        1, , 1970-01-01T00:03:38Z,   286.5680
    218.00,    2,      224.4,    21.8518,    0.54959,      52.14,   8.075540,  IDM,           95,        3,        4, , 1970-01-01T00:03:38Z,   224.4239
    218.00,    2,      124.0,    13.4594,    0.09361,      94.45,  -8.392380,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:38Z,   123.9752
    218.00,    2,        6.4,    23.7528,    0.54827,     107.58,  10.293415,  IDM,           98,        3,        4, , 1970-01-01T00:03:38Z,     6.3996
    219.00,    1,      276.3,    24.5127,    1.34356,       0.00,   0.000000,  IDM,           91,        3,        4, , 1970-01-01T00:03:39Z,   276.3327
    219.00,    1,      238.4,    13.8610,    0.02584,      31.97, -10.651771,  IDM,           87,        3,        1, , 1970-01-01T00:03:39Z,   238.3595
    219.00,    1,       73.1,    13.8428,    0.01181,     159.29,  -0.018149,  IDM,           93,        3,        1, , 1970-01-01T00:03:39Z,    73.0718
    219.00,    2,      246.3,    21.6203,   -0.74801,      44.09,   7.817851,  IDM,           95,        3,        4, , 1970-01-01T00:03:39Z,   246.2639
    219.00,    2,      137.5,    13.5420,    0.07234,     102.79,  -8.078320,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:39Z,   137.4777
    219.00,    2,       30.3,    23.9864,    0.02236,      97.17,  10.444387,  IDM,           98,        3,        4, , 1970-01-01T00:03:39Z,    30.3112
    220.00,    1,      252.2,    13.8741,    0.00666,      43.15, -11.594752,  IDM,           87,        3,        1, , 1970-01-01T00:03:40Z,   252.2284
    220.00,    1,       86.9,    13.8484,    0.00255,     159.31,  -0.025659,  IDM,           93,        3,        1, , 1970-01-01T00:03:40Z,    86.9181
    220.00,    2,      267.6,    22.1859,    4.22550,       0.00,   0.000000,  IDM,           95,        3,        4, , 1970-01-01T00:03:40Z,   267.6270
    220.00,    2,      151.1,    13.6025,    0.05832,     110.58,  -8.583353,  TruckVehicleType,           90,        3,        1, , 1970-01-01T00:03:40Z,   151.0513
