#     t[s], lane,       x[m],     v[m/s],   a[m/s^2],     gap[m],    dv[m/s], label,           id,	roadId, originId, infoComment, absTime, xWithOffset[m]
    185.00,    1,      132.4,    13.6434,    0.06955,       0.00,   0.000000,  TruckVehicleType,           75,        2,        1, , 1970-01-01T00:03:05Z,   132.3681
    185.00,    1,       93.0,    13.0934,    0.03657,      29.37,  -0.550049,  IDM,           76,        2,        1, , 1970-01-01T00:03:05Z,    92.9990
    185.00,    1,       36.4,    12.0109,    0.05448,      50.65,  -1.082494,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:05Z,    36.3531
    186.00,    1,      146.0,    13.7030,    0.05215,       0.00,   0.000000,  TruckVehicleType,           75,        2,        1, , 1970-01-01T00:03:06Z,   146.0427
    186.00,    1,      106.1,    13.1281,    0.03327,      29.93,  -0.574871,  IDM,           76,        2,        1, , 1970-01-01T00:03:06Z,   106.1101
    186.00,    1,       48.4,    12.0654,    0.05442,      51.72,  -1.062685,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:06Z,    48.3912
    187.00,    1,      159.8,    13.7476,    0.03906,       0.00,   0.000000,  TruckVehicleType,           75,        2,        1, , 1970-01-01T00:03:07Z,   159.7691
    187.00,    1,      119.3,    13.1597,    0.03017,      30.51,  -0.587979,  IDM,           76,        2,        1, , 1970-01-01T00:03:07Z,   119.2542
    187.00,    1,       60.5,    12.1193,    0.05322,      52.77,  -1.040387,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:07Z,    60.4837
    188.00,    1,      173.5,    13.7811,    0.02923,       0.00,   0.000000,  TruckVehicleType,           75,        2,        1, , 1970-01-01T00:03:08Z,   173.5342
    188.00,    1,      132.4,    13.1883,    0.02740,      31.11,  -0.592788,  IDM,           76,        2,        1, , 1970-01-01T00:03:08Z,   132.4284
    188.00,    1,       72.6,    12.1715,    0.05134,      53.80,  -1.016769,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:08Z,    72.6292
    188.00,    1,       16.9,    13.4151,   -0.01860,      45.76,   1.243607,  IDM,           80,        2,        1, , 1970-01-01T00:03:08Z,    16.8716
    189.00,    1,      187.3,    13.8061,    0.02186,       0.00,   0.000000,  TruckVehicleType,           75,        2,        1, , 1970-01-01T00:03:09Z,   187.3284
    189.00,    1,      145.6,    13.2143,    0.02496,      31.70,  -0.591762,  IDM,           76,        2,        1, , 1970-01-01T00:03:09Z,   145.6299
    189.00,    1,       84.8,    12.2216,    0.04909,      54.80,  -0.992675,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:09Z,    84.8260
    189.00,    1,       30.3,    13.3964,   -0.01873,      44.55,   1.174807,  IDM,           80,        2,        1, , 1970-01-01T00:03:09Z,    30.2773
    190.00,    1,      158.9,    13.2381,    0.02282,      32.29,  -0.586696,  IDM,           76,        2,        1, , 1970-01-01T00:03:10Z,   158.8562
    190.00,    1,       97.1,    12.2694,    0.04666,      55.78,  -0.968677,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:10Z,    97.0717
    190.00,    1,       43.7,    13.3776,   -0.01882,      43.41,   1.108264,  IDM,           80,        2,        1, , 1970-01-01T00:03:10Z,    43.6644
    191.00,    1,      172.1,    13.4757,    0.64165,       0.00,   0.000000,  IDM,           76,        2,        1, , 1970-01-01T00:03:11Z,   172.1397
    191.00,    1,      109.4,    12.3161,    0.05340,      56.78,  -1.159563,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:11Z,   109.3640
    191.00,    1,       57.0,    13.3588,   -0.01878,      42.33,   1.042706,  IDM,           80,        2,        1, , 1970-01-01T00:03:11Z,    57.0326
    192.00,    1,      185.8,    13.7912,    0.14760,       0.00,   0.000000,  IDM,           76,        2,        1, , 1970-01-01T00:03:12Z,   185.8101
    192.00,    1,      121.7,    12.3801,    0.06763,      58.10,  -1.411031,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:12Z,   121.7112
    192.00,    1,       70.4,    13.3411,   -0.01675,      41.33,   0.960956,  IDM,           80,        2,        1, , 1970-01-01T00:03:12Z,    70.3824
    193.00,    1,      199.6,    13.8611,    0.03174,       0.00,   0.000000,  IDM,           76,        2,        1, , 1970-01-01T00:03:13Z,   199.6448
    193.00,    1,      134.1,    12.4464,    0.06424,      59.52,  -1.414664,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:13Z,   134.1248
    193.00,    1,       83.7,    13.3252,   -0.01532,      40.41,   0.878783,  IDM,           80,        2,        1, , 1970-01-01T00:03:13Z,    83.7154
    194.00,    1,      146.6,    12.6598,    0.34524,       0.00,   0.000000,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:14Z,   146.6411
    194.00,    1,       97.0,    13.3151,    0.00287,      39.61,   0.655296,  IDM,           80,        2,        1, , 1970-01-01T00:03:14Z,    97.0339
    195.00,    1,      159.5,    12.9586,    0.26380,       0.00,   0.000000,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:15Z,   159.4570
    195.00,    1,      110.4,    13.3278,    0.01696,      39.10,   0.369186,  IDM,           80,        2,        1, , 1970-01-01T00:03:15Z,   110.3543
    195.00,    1,       22.8,    13.0514,    0.00369,      81.56,  -0.276408,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:15Z,    22.7920
    196.00,    1,      172.5,    13.1862,    0.20042,       0.00,   0.000000,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:16Z,   172.5345
    196.00,    1,      123.7,    13.3458,    0.01815,      38.84,   0.159598,  IDM,           80,        2,        1, , 1970-01-01T00:03:16Z,   123.6910
    196.00,    1,       35.8,    13.0555,    0.00450,      81.85,  -0.290272,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:16Z,    35.8453
    197.00,    1,      185.8,    13.3587,    0.15160,       0.00,   0.000000,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:17Z,   185.8109
    197.00,    1,      137.0,    13.3633,    0.01692,      38.77,   0.004636,  IDM,           80,        2,        1, , 1970-01-01T00:03:17Z,   137.0456
    197.00,    1,       48.9,    13.0604,    0.00510,      82.14,  -0.302964,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:17Z,    48.9032
    198.00,    1,      199.2,    13.4889,    0.11430,       0.00,   0.000000,  TruckVehicleType,           77,        2,        1, , 1970-01-01T00:03:18Z,   199.2377
    198.00,    1,      150.4,    13.3794,    0.01536,      38.82,  -0.109553,  IDM,           80,        2,        1, , 1970-01-01T00:03:18Z,   150.4171
    198.00,    1,       62.0,    13.0657,    0.00553,      82.45,  -0.313669,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:18Z,    61.9662
    199.00,    1,      163.8,    13.5160,    0.58098,       0.00,   0.000000,  IDM,           80,        2,        1, , 1970-01-01T00:03:19Z,   163.8165
    199.00,    1,       75.0,    13.0716,    0.00800,      82.78,  -0.444404,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:19Z,    75.0347
    200.00,    1,      177.5,    13.8004,    0.13251,       0.00,   0.000000,  IDM,           80,        2,        1, , 1970-01-01T00:03:20Z,   177.5082
    200.00,    1,       88.1,    13.0861,    0.01713,      83.40,  -0.714282,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:20Z,    88.1129
    201.00,    1,      191.3,    13.8631,    0.02844,       0.00,   0.000000,  IDM,           80,        2,        1, , 1970-01-01T00:03:21Z,   191.3476
    201.00,    1,      101.2,    13.1035,    0.01723,      84.14,  -0.759517,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:21Z,   101.2078
    201.00,    1,       19.3,    12.8322,    0.00644,      71.94,  -0.271349,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:21Z,    19.2631
    202.00,    1,      114.3,    13.1200,    0.01580,      84.90,  -0.756403,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:22Z,   114.3196
    202.00,    1,       32.1,    12.8389,    0.00697,      72.22,  -0.281073,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:22Z,    32.0986
    203.00,    1,      127.5,    13.2932,    0.17020,       0.00,   0.000000,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:23Z,   127.5216
    203.00,    1,       44.9,    12.8488,    0.01297,      72.58,  -0.444435,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:23Z,    44.9419
    204.00,    1,      140.9,    13.4396,    0.12848,       0.00,   0.000000,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:24Z,   140.8914
    204.00,    1,       57.8,    12.8645,    0.01755,      73.09,  -0.575056,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:24Z,    57.7982
    205.00,    1,      154.4,    13.5499,    0.09671,       0.00,   0.000000,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:25Z,   154.3887
    205.00,    1,       70.7,    12.8835,    0.01999,      73.72,  -0.666306,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:25Z,    70.6721
    206.00,    1,      168.0,    13.6328,    0.07265,       0.00,   0.000000,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:26Z,   167.9819
    206.00,    1,       83.6,    12.9042,    0.02105,      74.42,  -0.728566,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:26Z,    83.5658
    206.00,    1,       18.1,    13.5933,   -0.00556,      55.46,   0.689107,  IDM,           89,        2,        1, , 1970-01-01T00:03:26Z,    18.1103
    207.00,    1,      181.6,    13.6950,    0.05449,       0.00,   0.000000,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:27Z,   181.6473
    207.00,    1,       96.5,    12.9254,    0.02122,      75.17,  -0.769605,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:27Z,    96.4806
    207.00,    1,       31.7,    13.5878,   -0.00544,      54.78,   0.662418,  IDM,           89,        2,        1, , 1970-01-01T00:03:27Z,    31.7008
    208.00,    1,      195.4,    13.7417,    0.04082,       0.00,   0.000000,  TruckVehicleType,           83,        2,        1, , 1970-01-01T00:03:28Z,   195.3667
    208.00,    1,      109.4,    12.9465,    0.02086,      75.95,  -0.795198,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:28Z,   109.4166
    208.00,    1,       45.3,    13.5824,   -0.00534,      54.13,   0.635985,  IDM,           89,        2,        1, , 1970-01-01T00:03:28Z,    45.2860
    209.00,    1,      122.4,    12.9670,    0.02018,      76.75,  -0.809619,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:29Z,   122.3734
    209.00,    1,       58.9,    13.5772,   -0.00526,      53.51,   0.610190,  IDM,           89,        2,        1, , 1970-01-01T00:03:29Z,    58.8658
    210.00,    1,      135.4,    13.1743,    0.20377,       0.00,   0.000000,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:30Z,   135.4384
    210.00,    1,       72.4,    13.5776,    0.00527,      53.00,   0.403365,  IDM,           89,        2,        1, , 1970-01-01T00:03:30Z,    72.4421
    211.00,    1,      148.7,    13.3497,    0.15417,       0.00,   0.000000,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:31Z,   148.7044
    211.00,    1,       86.0,    13.5845,    0.00731,      52.68,   0.234790,  IDM,           89,        2,        1, , 1970-01-01T00:03:31Z,    86.0230
    212.00,    1,      162.1,    13.4821,    0.11625,       0.00,   0.000000,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:32Z,   162.1234
    212.00,    1,       99.6,    13.5915,    0.00673,      52.51,   0.109381,  IDM,           89,        2,        1, , 1970-01-01T00:03:32Z,    99.6110
    212.00,    1,       19.7,    13.7352,   -0.00034,      73.88,   0.143644,  IDM,           92,        2,        1, , 1970-01-01T00:03:32Z,    19.7266
    213.00,    1,      175.7,    13.5819,    0.08744,       0.00,   0.000000,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:33Z,   175.6577
    213.00,    1,      113.2,    13.5977,    0.00582,      52.45,   0.015858,  IDM,           89,        2,        1, , 1970-01-01T00:03:33Z,   113.2057
    213.00,    1,       33.5,    13.7348,   -0.00033,      73.74,   0.137087,  IDM,           92,        2,        1, , 1970-01-01T00:03:33Z,    33.4616
    214.00,    1,      189.3,    13.6568,    0.06564,       0.00,   0.000000,  TruckVehicleType,           86,        2,        1, , 1970-01-01T00:03:34Z,   189.2788
    214.00,    1,      126.8,    13.6031,    0.00502,      52.47,  -0.053723,  IDM,           89,        2,        1, , 1970-01-01T00:03:34Z,   126.8062
    214.00,    1,       47.2,    13.7345,   -0.00033,      73.61,   0.131392,  IDM,           92,        2,        1, , 1970-01-01T00:03:34Z,    47.1963
    215.00,    1,      140.4,    13.6077,    0.00437,      52.55,  -0.105294,  IDM,           89,        2,        1, , 1970-01-01T00:03:35Z,   140.4117
    215.00,    1,       60.9,    13.7342,   -0.00034,      73.48,   0.126408,  IDM,           92,        2,        1, , 1970-01-01T00:03:35Z,    60.9306
    216.00,    1,      154.0,    13.7329,    0.24226,       0.00,   0.000000,  IDM,           89,        2,        1, , 1970-01-01T00:03:36Z,   154.0480
    216.00,    1,       74.7,    13.7347,    0.00377,      73.38,   0.001785,  IDM,           92,        2,        1, , 1970-01-01T00:03:36Z,    74.6647
    217.00,    1,      167.9,    13.8485,    0.05276,       0.00,   0.000000,  IDM,           89,        2,        1, , 1970-01-01T00:03:37Z,   167.8527
    217.00,    1,       88.4,    13.7393,    0.00386,      73.45,  -0.109211,  IDM,           92,        2,        1, , 1970-01-01T00:03:37Z,    88.4018
    217.00,    1,        6.1,    13.7481,    0.00007,      76.29,   0.008822,  IDM,           94,        2,        1, , 1970-01-01T00:03:37Z,     6.1136
    218.00,    1,      181.7,    13.8733,    0.01121,       0.00,   0.000000,  IDM,           89,        2,        1, , 1970-01-01T00:03:38Z,   181.7167
    218.00,    1,      102.1,    13.7419,    0.00175,      73.57,  -0.131437,  IDM,           92,        2,        1, , 1970-01-01T00:03:38Z,   102.1425
    218.00,    1,       19.9,    13.7482,    0.00006,      76.28,   0.006298,  IDM,           94,        2,        1, , 1970-01-01T00:03:38Z,    19.8618
    219.00,    1,      195.6,    13.8786,    0.00237,       0.00,   0.000000,  IDM,           89,        2,        1, , 1970-01-01T00:03:39Z,   195.5933
    219.00,    1,      115.9,    13.7431,    0.00087,      73.71,  -0.135505,  IDM,           92,        2,        1, , 1970-01-01T00:03:39Z,   115.8851
    219.00,    1,       33.6,    13.7482,    0.00003,      76.28,   0.005147,  IDM,           94,        2,        1, , 1970-01-01T00:03:39Z,    33.6100
    220.00,    1,      129.6,    13.7797,    0.16645,       0.00,   0.000000,  IDM,           92,        2,        1, , 1970-01-01T00:03:40Z,   129.6322
    220.00,    1,       47.4,    13.7483,    0.00088,      76.27,  -0.031321,  IDM,           94,        2,        1, , 1970-01-01T00:03:40Z,    47.3582
    221.00,    1,      143.5,    13.8586,    0.03589,       0.00,   0.000000,  IDM,           92,        2,        1, , 1970-01-01T00:03:41Z,   143.4610
    221.00,    1,       61.1,    13.7506,    0.00222,      76.35,  -0.108025,  IDM,           94,        2,        1, , 1970-01-01T00:03:41Z,    61.1076
    222.00,    1,      157.3,    13.8755,    0.00761,       0.00,   0.000000,  IDM,           92,        2,        1, , 1970-01-01T00:03:42Z,   157.3301
    222.00,    1,       74.9,    13.7522,    0.00114,      76.47,  -0.123297,  IDM,           94,        2,        1, , 1970-01-01T00:03:42Z,    74.8591
    223.00,    1,      171.2,    13.8790,    0.00161,       0.00,   0.000000,  IDM,           92,        2,        1, , 1970-01-01T00:03:43Z,   171.2078
    223.00,    1,       88.6,    13.7530,    0.00063,      76.60,  -0.126045,  IDM,           94,        2,        1, , 1970-01-01T00:03:43Z,    88.6117
    223.00,    1,        6.1,    13.7492,    0.00004,      76.49,  -0.003767,  IDM,           97,        2,        1, , 1970-01-01T00:03:43Z,     6.1238
    224.00,    1,      185.1,    13.8798,    0.00034,       0.00,   0.000000,  IDM,           92,        2,        1, , 1970-01-01T00:03:44Z,   185.0873
    224.00,    1,      102.4,    13.7535,    0.00047,      76.72,  -0.126272,  IDM,           94,        2,        1, , 1970-01-01T00:03:44Z,   102.3650
    224.00,    1,       19.9,    13.7493,    0.00003,      76.49,  -0.004258,  IDM,           97,        2,        1, , 1970-01-01T00:03:44Z,    19.8731
    225.00,    1,      199.0,    13.8799,    0.00007,       0.00,   0.000000,  IDM,           92,        2,        1, , 1970-01-01T00:03:45Z,   198.9672
    225.00,    1,      116.1,    13.7540,    0.00042,      76.85,  -0.125996,  IDM,           94,        2,        1, , 1970-01-01T00:03:45Z,   116.1187
    225.00,    1,       33.6,    13.7493,    0.00003,      76.50,  -0.004663,  IDM,           97,        2,        1, , 1970-01-01T00:03:45Z,    33.6224
    226.00,    1,      129.9,    13.8120,    0.11335,       0.00,   0.000000,  IDM,           94,        2,        1, , 1970-01-01T00:03:46Z,   129.8855
    226.00,    1,       47.4,    13.7497,    0.00181,      76.51,  -0.062271,  IDM,           97,        2,        1, , 1970-01-01T00:03:46Z,    47.3717
    227.00,    1,      143.7,    13.8655,    0.02427,       0.00,   0.000000,  IDM,           94,        2,        1, , 1970-01-01T00:03:47Z,   143.7308
    227.00,    1,       61.1,    13.7519,    0.00184,      76.61,  -0.113682,  IDM,           97,        2,        1, , 1970-01-01T00:03:47Z,    61.1225
    228.00,    1,      157.6,    13.8769,    0.00514,       0.00,   0.000000,  IDM,           94,        2,        1, , 1970-01-01T00:03:48Z,   157.6035
    228.00,    1,       74.9,    13.7532,    0.00094,      76.73,  -0.123775,  IDM,           97,        2,        1, , 1970-01-01T00:03:48Z,    74.8751
    229.00,    1,      171.5,    13.8793,    0.00108,       0.00,   0.000000,  IDM,           94,        2,        1, , 1970-01-01T00:03:49Z,   171.4819
    229.00,    1,       88.6,    13.7539,    0.00056,      76.85,  -0.125484,  IDM,           97,        2,        1, , 1970-01-01T00:03:49Z,    88.6287
    230.00,    1,      185.4,    13.8799,    0.00023,       0.00,   0.000000,  IDM,           94,        2,        1, , 1970-01-01T00:03:50Z,   185.3616
    230.00,    1,      102.4,    13.7543,    0.00044,      76.98,  -0.125508,  IDM,           97,        2,        1, , 1970-01-01T00:03:50Z,   102.3828
    231.00,    1,      199.2,    13.8800,    0.00005,       0.00,   0.000000,  IDM,           94,        2,        1, , 1970-01-01T00:03:51Z,   199.2415
    231.00,    1,      116.1,    13.7548,    0.00041,      77.10,  -0.125197,  IDM,           97,        2,        1, , 1970-01-01T00:03:51Z,   116.1373
    232.00,    1,      129.9,    13.8221,    0.09668,       0.00,   0.000000,  IDM,           97,        2,        1, , 1970-01-01T00:03:52Z,   129.9110
    232.00,    1,       22.3,    12.3033,    0.01091,     101.66,  -1.518741,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:03:52Z,    22.2546
    233.00,    1,      143.8,    13.8677,    0.02066,       0.00,   0.000000,  IDM,           97,        2,        1, , 1970-01-01T00:03:53Z,   143.7615
    233.00,    1,       34.6,    12.3146,    0.01126,     103.20,  -1.553138,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:03:53Z,    34.5636
    234.00,    1,      157.6,    13.8774,    0.00437,       0.00,   0.000000,  IDM,           97,        2,        1, , 1970-01-01T00:03:54Z,   157.6353
    234.00,    1,       46.9,    12.3256,    0.01080,     104.75,  -1.551806,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:03:54Z,    46.8837
    235.00,    1,      171.5,    13.8794,    0.00092,       0.00,   0.000000,  IDM,           97,        2,        1, , 1970-01-01T00:03:55Z,   171.5139
    235.00,    1,       59.2,    12.3361,    0.01023,     106.30,  -1.543367,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:03:55Z,    59.2146
    236.00,    1,      185.4,    13.8799,    0.00019,       0.00,   0.000000,  IDM,           97,        2,        1, , 1970-01-01T00:03:56Z,   185.3937
    236.00,    1,       71.6,    12.3460,    0.00970,     107.84,  -1.533864,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:03:56Z,    71.5556
    237.00,    1,      199.3,    13.8800,    0.00004,       0.00,   0.000000,  IDM,           97,        2,        1, , 1970-01-01T00:03:57Z,   199.2736
    237.00,    1,       83.9,    12.3554,    0.00921,     109.37,  -1.524532,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:03:57Z,    83.9064
    237.00,    1,       14.0,    12.4092,   -0.00241,      59.92,   0.053786,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:03:57Z,    13.9820
    238.00,    1,       96.3,    12.4079,    0.08996,       0.00,   0.000000,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:03:58Z,    96.2775
    238.00,    1,       26.4,    12.4077,    0.00030,      59.89,  -0.000187,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:03:58Z,    26.3902
    239.00,    1,      108.7,    12.4839,    0.06571,       0.00,   0.000000,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:03:59Z,   108.7254
    239.00,    1,       38.8,    12.4105,    0.00444,      59.93,  -0.073449,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:03:59Z,    38.7989
    240.00,    1,      121.2,    12.5394,    0.04792,       0.00,   0.000000,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:04:00Z,   121.2385
    240.00,    1,       51.2,    12.4164,    0.00690,      60.03,  -0.123020,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:00Z,    51.2122
    241.00,    1,      133.8,    12.5798,    0.03490,       0.00,   0.000000,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:04:01Z,   133.7991
    241.00,    1,       63.6,    12.4241,    0.00826,      60.17,  -0.155727,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:01Z,    63.6323
    242.00,    1,      146.4,    12.6092,    0.02540,       0.00,   0.000000,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:04:02Z,   146.3944
    242.00,    1,       76.1,    12.4327,    0.00892,      60.33,  -0.176487,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:02Z,    76.0606
    242.00,    1,       17.2,    13.4861,   -0.01485,      48.82,   1.053395,  IDM,          106,        2,        1, , 1970-01-01T00:04:02Z,    17.2389
    243.00,    1,      159.0,    12.6306,    0.01847,       0.00,   0.000000,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:04:03Z,   159.0149
    243.00,    1,       88.5,    12.4418,    0.00913,      60.52,  -0.188828,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:03Z,    88.4979
    243.00,    1,       30.7,    13.4710,   -0.01532,      47.78,   1.029223,  IDM,          106,        2,        1, , 1970-01-01T00:04:03Z,    30.7176
    244.00,    1,      171.7,    12.6462,    0.01342,       0.00,   0.000000,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:04:04Z,   171.6537
    244.00,    1,      100.9,    12.4509,    0.00908,      60.71,  -0.195271,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:04Z,   100.9443
    244.00,    1,       44.2,    13.4555,   -0.01580,      46.76,   1.004526,  IDM,          106,        2,        1, , 1970-01-01T00:04:04Z,    44.1808
    245.00,    1,      184.3,    12.6575,    0.00975,       0.00,   0.000000,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:04:05Z,   184.3059
    245.00,    1,      113.4,    12.4599,    0.00886,      60.91,  -0.197616,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:05Z,   113.3997
    245.00,    1,       57.6,    13.4394,   -0.01629,      45.77,   0.979496,  IDM,          106,        2,        1, , 1970-01-01T00:04:05Z,    57.6283
    246.00,    1,      197.0,    12.6657,    0.00709,       0.00,   0.000000,  TruckVehicleType,          100,        2,        1, , 1970-01-01T00:04:06Z,   196.9677
    246.00,    1,      125.9,    12.4686,    0.00855,      61.10,  -0.197138,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:06Z,   125.8640
    246.00,    1,       71.1,    13.4228,   -0.01678,      44.80,   0.954246,  IDM,          106,        2,        1, , 1970-01-01T00:04:06Z,    71.0595
    247.00,    1,      138.3,    12.4769,    0.00820,      61.30,  -0.194746,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:07Z,   138.3368
    247.00,    1,       84.5,    13.4058,   -0.01727,      43.86,   0.928836,  IDM,          106,        2,        1, , 1970-01-01T00:04:07Z,    84.4738
    248.00,    1,      151.0,    12.7891,    0.31024,       0.00,   0.000000,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:08Z,   150.9601
    248.00,    1,       97.9,    13.4023,    0.00830,      43.08,   0.613143,  IDM,          106,        2,        1, , 1970-01-01T00:04:08Z,    97.8753
    249.00,    1,      163.9,    13.0573,    0.23646,       0.00,   0.000000,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:09Z,   163.8893
    249.00,    1,      111.3,    13.4150,    0.01444,      42.61,   0.357719,  IDM,          106,        2,        1, , 1970-01-01T00:04:09Z,   111.2834
    249.00,    1,       22.9,    13.0696,    0.00489,      82.36,  -0.345409,  TruckVehicleType,          109,        2,        1, , 1970-01-01T00:04:09Z,    22.9244
    250.00,    1,      177.1,    13.2611,    0.17931,       0.00,   0.000000,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:10Z,   177.0531
    250.00,    1,      124.7,    13.4294,    0.01416,      42.35,   0.168389,  IDM,          106,        2,        1, , 1970-01-01T00:04:10Z,   124.7057
    250.00,    1,       36.0,    13.0748,    0.00550,      82.71,  -0.354637,  TruckVehicleType,          109,        2,        1, , 1970-01-01T00:04:10Z,    35.9965
    251.00,    1,      190.4,    13.4153,    0.13544,       0.00,   0.000000,  TruckVehicleType,          103,        2,        1, , 1970-01-01T00:04:11Z,   190.3948
    251.00,    1,      138.1,    13.4429,    0.01279,      42.25,   0.027604,  IDM,          106,        2,        1, , 1970-01-01T00:04:11Z,   138.1420
    251.00,    1,       49.1,    13.0806,    0.00593,      83.07,  -0.362312,  TruckVehicleType,          109,        2,        1, , 1970-01-01T00:04:11Z,    49.0742
    252.00,    1,      151.6,    13.4549,    0.01140,      42.28,  -0.076672,  IDM,          106,        2,        1, , 1970-01-01T00:04:12Z,   151.5910
    252.00,    1,       62.2,    13.0866,    0.00620,      83.43,  -0.368242,  TruckVehicleType,          109,        2,        1, , 1970-01-01T00:04:12Z,    62.1578
    253.00,    1,      165.1,    13.6817,    0.32425,       0.00,   0.000000,  IDM,          106,        2,        1, , 1970-01-01T00:04:13Z,   165.1116
    253.00,    1,       75.2,    13.0945,    0.01215,      83.86,  -0.587185,  TruckVehicleType,          109,        2,        1, , 1970-01-01T00:04:13Z,    75.2478
    254.00,    1,      178.9,    13.8373,    0.07139,       0.00,   0.000000,  IDM,          106,        2,        1, , 1970-01-01T00:04:14Z,   178.8899
    254.00,    1,       88.3,    13.1096,    0.01616,      84.54,  -0.727686,  TruckVehicleType,          109,        2,        1, , 1970-01-01T00:04:14Z,    88.3496
    254.00,    1,       18.6,    13.6405,   -0.00338,      59.76,   0.530872,  IDM,          111,        2,        1, , 1970-01-01T00:04:14Z,    18.5873
    255.00,    1,      192.7,    13.8709,    0.01520,       0.00,   0.000000,  IDM,          106,        2,        1, , 1970-01-01T00:04:15Z,   192.7482
    255.00,    1,      101.5,    13.1256,    0.01552,      85.28,  -0.745374,  TruckVehicleType,          109,        2,        1, , 1970-01-01T00:04:15Z,   101.4673
    255.00,    1,       32.2,    13.6372,   -0.00322,      59.24,   0.511650,  IDM,          111,        2,        1, , 1970-01-01T00:04:15Z,    32.2262
    256.00,    1,      114.6,    13.1404,    0.01423,       0.00,   0.000000,  TruckVehicleType,          109,        2,        1, , 1970-01-01T00:04:16Z,   114.6004
    256.00,    1,       45.9,    13.6340,   -0.00318,      58.74,   0.493639,  IDM,          111,        2,        1, , 1970-01-01T00:04:16Z,    45.8618
